Universitas,Prodi,Rank
universitas airlangga,ilmu hukum,4.0
universitas gadjah mada,bahasa,2.0
universitas gadjah mada,bahasa dan kebudayaan jepang,2.0
universitas dharma wacana,administrasi publik,999.0
universitas dharma wacana,agroteknologi,999.0
universitas djuanda,peternakan,999.0
stmik pranata indonesia,sistem informasi,999.0
institut kesehatan immanuel,ilmu gizi,999.0
universitas safin pati,kebidanan,999.0
universitas nusa cendana,biologi,999.0
universitas nusa cendana,matematika,999.0
universitas taruna bakti,rekayasa logistik,999.0
politeknik ubaya,akuntansi,999.0
universitas widyatama,akuntansi,999.0
universitas gunadarma,manajemen,999.0
politeknik negeri bali,manajemen bisnis internasional,999.0
sekolah tinggi ilmu ekonomi pgri dewantara,akuntansi,999.0
universitas muhammadiyah semarang,manajemen,999.0
universitas islam negeri sayyid ali rahmatullah tulungagung,manajemen keuangan syariah,999.0
politeknik tunas pemuda,akuntansi perpajakan,999.0
sekolah tinggi agama islam al bayan sulawesi selatan,ekonomi syariah,999.0
institut nahdlatul ulama tasikmalaya,ekonomi syariah,999.0
universitas katolik indonesia atma jaya,akuntansi,20.0
universitas bina nusantara,manajemen,10.0
stie ibek pangkalpinang bangka,akuntansi,999.0
universitas pendidikan muhammadiyah sorong,manajemen,999.0
institut administrasi dan kesehatan setih setio muara bungo,bisnis digital,999.0
universitas katolik widya mandala surabaya,kewirausahaan,999.0
sekolah tinggi ilmu ekonomi bank bpd jawa tengah,akuntansi,999.0
politeknik prestasi prima,manajemen pemasaran,999.0
universitas bima sakapenta,manajemen,999.0
universitas bima sakapenta,akuntansi,999.0
universitas langlang buana,bisnis digital,999.0
universitas islam negeri arraniry banda aceh,manajemen bisnis syariah,999.0
stai mahad aly alhikam malang,ekonomi syariah,999.0
universitas bhakti husada indonesia,bisnis digital,999.0
universitas bina bangsa,bisnis digital,999.0
sekolah tinggi ilmu kesehatan st elisabeth keuskupan maumere,informatika medis,999.0
sekolah tinggi ilmu kesehatan widya dharma husada tangerang,farmasi,999.0
universitas papua,kesehatan hewan,999.0
sekolah tinggi ilmu kesehatan widya dharma husada tangerang,farmasi klinik dan komunitas,999.0
sekolah tinggi ilmu kesehatan karya husada kediri,keperawatan,999.0
universitas negeri padang,kimia,21.0
universitas widya nusantara,gizi,999.0
universitas sriwijaya,gizi,999.0
universitas sipatokkong mambo,gizi,999.0
universitas sipatokkong mambo,kebidanan,999.0
universitas singaperbangsa karawang,farmasi,999.0
universitas aufa royhan,farmasi,999.0
universitas andi sudirman,kebidanan,999.0
universitas andalas,kebidanan,24.0
sekolah tinggi ilmu kesehatan nani hasanuddin,kebidanan,999.0
sekolah tinggi ilmu kesehatan mitra adiguna,ilmu keperawatan,999.0
sekolah tinggi ilmu kesehatan karya husada kediri,kebidanan,999.0
politeknik kesehatan bakti sumba,manajemen informasi kesehatan,999.0
akademi kebidanan medica bakti persada,kebidanan,999.0
universitas pgri adi buana surabaya,biologi,999.0
universitas pakuan,biologi,999.0
universitas negeri malang,bioteknologi,22.0
universitas negeri malang,fisika,22.0
universitas pattimura,kimia,999.0
universitas pattimura,statistika,999.0
universitas sumatera utara,biologi,14.0
universitas taruna bakti,sains data,999.0
universitas taruna bakti,informatika,999.0
universitas strada indonesia,farmasi,999.0
universitas respati indonesia,kesehatan masyarakat,999.0
universitas ngudi waluyo,farmasi,999.0
universitas nahdlatul ulama sumatera utara,ilmu gizi,999.0
universitas nahdlatul ulama kalimantan timur,farmasi,999.0
universitas muhammadiyah mataram,farmasi,999.0
universitas islam malang,kedokteran,999.0
universitas bangka belitung,kedokteran,999.0
universitas aisyah pringsewu,rekam medis dan informasi kesehatan,999.0
sekolah tinggi ilmu kesehatan tanawali takalar,kebidanan,999.0
sekolah tinggi ilmu kesehatan samarinda,farmasi,999.0
sekolah tinggi ilmu kesehatan makassar,kebidanan,999.0
sekolah tinggi ilmu kesehatan bina bangsa majene,keperawatan,999.0
sekolah tinggi ilmu kesehatan abdi persada banjarmasin,administrasi rumah sakit,999.0
politeknik kesehatan kementerian kesehatan pontianak,keselamatan dan kesehatan kerja,999.0
politeknik kesehatan kementerian kesehatan palembang,gizi,999.0
politeknik kesehatan kementerian kesehatan palangkaraya,gizi,999.0
politeknik kesehatan kementerian kesehatan aceh,terapi gigi,999.0
universitas islam kh achmad muzakki syah,pendidikan guru madrasah ibtidaiyah,999.0
sekolah tinggi agama islam imam asy syafii pekanbaru,pendidikan bahasa arab,999.0
sekolah tinggi agama islam syaichona moh cholil bangkalan,manajemen pendidikan islam,999.0
universitas pejuang republik indonesia,pendidikan kepelatihan olahraga,999.0
institut agama islam asadiyah sengkang,pendidikan bahasa arab,999.0
sekolah tinggi agama islam alistiqamah ngatabaru,pendidikan agama islam,999.0
universitas islam negeri mataram,pendidikan bahasa arab,999.0
universitas negeri gorontalo,pendidikan guru pendidikan anak usia dini,999.0
universitas islam negeri sultan maulana hasanuddin banten,tadris bahasa inggris,999.0
institut agama islam darul amal lampung,tadris bahasa inggris,999.0
institut agama islam tebo,pendidikan agama islam,999.0
universitas islam darul ulum,pendidikan agama islam,999.0
sekolah tinggi teologi marturia palu,pendidikan agama kristen,999.0
universitas islam negeri sultan maulana hasanuddin banten,pendidikan agama islam,999.0
sekolah tinggi agama islam kh muhammad ali shodiq,pendidikan bahasa arab,999.0
institut almaarif way kanan,pendidikan guru madrasah ibtidaiyah,999.0
universitas muhammadiyah metro,pendidikan islam anak usia dini,999.0
universitas sebelas maret,pendidikan teknik informatika komputer,13.0
universitas sebelas maret,pendidikan fisika,13.0
sekolah tinggi keguruan dan ilmu pendidikan alamin indramayu,pendidikan ilmu pengetahuan alam,999.0
sekolah tinggi keguruan dan ilmu pendidikan tanjungpura,pendidikan fisika,999.0
universitas negeri semarang,pendidikan kesejahteraan keluarga,999.0
sekolah tinggi keguruan dan ilmu pendidikan alamin indramayu,pendidikan guru sekolah dasar,999.0
universitas islam negeri mataram,tadris ilmu pengetahuan alam biologi,999.0
universitas tomakaka,pendidikan bahasa inggris,999.0
universitas muhammadiyah jember,pendidikan matematika,999.0
universitas jabal ghafur,pendidikan fisika,999.0
sekolah tinggi agama islam kh abdul kabier,pendidikan agama islam,999.0
universitas jambi,pendidikan biologi,999.0
universitas negeri yogyakarta,pendidikan tata boga,19.0
universitas pgri madiun,pendidikan ekonomi,999.0
sekolah tinggi agama islam wasilatul falah,pendidikan agama islam,999.0
universitas islam negeri sunan ampel,pendidikan matematika,999.0
institut agama hindu negeri gde pudja mataram,pendidikan seni dan budaya keagamaan hindu,999.0
universitas negeri malang,pendidikan geografi,22.0
sekolah tinggi teologi arastamar wamena,pendidikan kristen anak usia dini,999.0
universitas muhammadiyah sidenreng rappang,pendidikan vokasional teknik pertanian,999.0
sekolah tinggi agama islam albahjah cirebon,tadris matematika,999.0
institut pendidikan indonesia garut,pendidikan bahasa inggris,999.0
universitas jabal ghafur,pendidikan pancasila dan kewarganegaraan,999.0
universitas ivet,bimbingan dan konseling,999.0
institut agama islam negeri metro,tadris biologi,999.0
sekolah tinggi ilmu tarbiyah nur ahadiyah,pendidikan islam anak usia dini,999.0
universitas pakuan,pendidikan bahasa dan sastra indonesia,999.0
universitas islam alaziziyah indonesia,manajemen pendidikan islam,999.0
universitas kristen cipta wacana,pendidikan pancasila dan kewarganegaraan,999.0
sekolah tinggi agama islam al hikmah global cendikia,pendidikan guru madrasah ibtidaiyah,999.0
universitas borneo lestari,pendidikan guru sekolah dasar,999.0
universitas muhammadiyah surakarta,pendidikan guru sekolah dasar,999.0
sekolah tinggi teologi parakletos tomohon,pendidikan agama kristen,999.0
institut agama islam negeri metro,pendidikan islam anak usia dini,999.0
universitas bina bangsa getsempena,pendidikan ilmu pengetahuan alam,999.0
universitas islam negeri antasari banjarmasin,bimbingan dan konseling pendidikan islam,999.0
universitas pgri semarang,pendidikan jasmani,999.0
universitas pgri adi buana,pendidikan bahasa inggris,999.0
universitas pgri palembang,pendidikan jasmani,999.0
sekolah tinggi teologi injili bethsaida medan,pendidikan agama kristen,999.0
universitas islam negeri mataram,tadris matematika,999.0
universitas pendidikan muhammadiyah sorong,pendidikan agama islam,999.0
universitas katolik parahyangan,pendidikan teknik informatika komputer,999.0
universitas pakuan,pendidikan biologi,999.0
sekolah tinggi agama islam ydi lubuk sikaping pasaman,pendidikan agama islam,999.0
universitas jember,pendidikan guru sekolah dasar,999.0
universitas jember,pendidikan sejarah,999.0
universitas pendidikan indonesia,teknologi pendidikan,17.0
sekolah tinggi agama islam sumbawa,pendidikan islam anak usia dini,999.0
sekolah tinggi agama islam nurul iman,pendidikan bahasa arab,999.0
sekolah tinggi agama islam grobogan jawa tengah,pendidikan agama islam,999.0
universitas pgri argopuro jember,bimbingan dan konseling,999.0
universitas alqolam malang,pendidikan islam anak usia dini,999.0
sekolah tinggi keguruan dan ilmu pendidikan abdul mujib laewang dampal selatan,pendidikan bahasa inggris,999.0
universitas jabal ghafur,pendidikan sejarah,999.0
universitas islam kh ruhiat cipasung,bimbingan dan konseling pendidikan islam,999.0
sekolah tinggi ilmu tarbiyah tanggamus,pendidikan islam anak usia dini,999.0
sekolah tinggi agama islam sabili bandung,pendidikan guru madrasah ibtidaiyah,999.0
sekolah tinggi ilmu tarbiyah manggala,manajemen pendidikan islam,999.0
universitas islam negeri sayyid ali rahmatullah tulungagung,tadris kimia,999.0
universitas islam negeri imam bonjol padang,pendidikan agama islam,999.0
sekolah tinggi agama islam alhikmah tebing tinggi,pendidikan guru madrasah ibtidaiyah,999.0
institut agama islam negeri kudus,tadris biologi,999.0
institut pendidikan indonesia garut,pendidikan biologi,999.0
sekolah tinggi agama islam kh zainuddin ponpes mojosari nganjuk,pendidikan guru madrasah ibtidaiyah,999.0
universitas sebelas maret,teknologi pendidikan,13.0
institut agama islam negeri ambon,pendidikan biologi,999.0
sekolah tinggi keguruan dan ilmu pendidikan persada khatulistiwa,pendidikan pancasila dan kewarganegaraan,999.0
universitas nahdlatul ulama cirebon,pendidikan fisika,999.0
sekolah tinggi keguruan dan ilmu pendidikan alamin indramayu,pendidikan bahasa inggris,999.0
universitas prima indonesia,pendidikan bahasa dan sastra indonesia,999.0
universitas negeri yogyakarta,pendidikan geografi,19.0
sekolah tinggi agama islam imam asy syafii pekanbaru,manajemen pendidikan islam,999.0
sekolah tinggi agama islam sumatera medan,pendidikan agama islam,999.0
sekolah tinggi ilmu tarbiyah alwashliyah binjai,pendidikan agama islam,999.0
universitas islam negeri sumatera utara medan,pendidikan guru madrasah ibtidaiyah,999.0
universitas islam negeri datokarama palu,tadris ilmu pengetahuan sosial,999.0
sekolah tinggi agama islam darul arqam muhammadiyah garut,pendidikan agama islam,999.0
universitas bina bangsa getsempena,pendidikan seni pertunjukan,999.0
sekolah tinggi ilmu tarbiyah sunniyah salafiyah,manajemen pendidikan islam,999.0
institut agama islam negeri madura,tadris bahasa inggris,999.0
universitas islam negeri sultan maulana hasanuddin banten,pendidikan bahasa arab,999.0
universitas negeri malang,pendidikan bahasa inggris,22.0
universitas pendidikan muhammadiyah sorong,pendidikan ilmu pengetahuan alam,999.0
universitas indonesia membangun,psikologi,999.0
institut agama islam kh sufyan tsauri majenang,pendidikan islam anak usia dini,999.0
institut agama islam kh sufyan tsauri majenang,pendidikan guru madrasah ibtidaiyah,999.0
institut agama islam kh sufyan tsauri majenang,manajeemn bisnis syariah,999.0
universitas islam nusantara alazhaar lubuklinggau,ekonomi syariah,999.0
universitas islam nusantara alazhaar lubuklinggau,manajemen pendidikan islam,999.0
universitas islam nusantara alazhaar lubuklinggau,bimbingan dan konseling pendidikan islam,999.0
universitas buddhi dharma,administrasi bisnis,999.0
institut agama islam rokan,ekonomi syariah,999.0
institut agama islam kh sufyan tsauri majenang,hukum keluarga islam,999.0
universitas pesantren tinggi darul ulum,administrasi bisnis,999.0
institut sains dan teknologi nasional,arsitektur lanskap,999.0
politeknik negeri indramayu,sistem informasi kota cerdas,999.0
universitas sultan ageng tirtayasa,ilmu kelautan,999.0
politeknik kelautan dan perikanan bone,teknik budidaya perikanan,999.0
institut agama islam darul amal lampung,komunikasi penyiaran islam,999.0
politeknik caltex riau,teknologi rekayasa mekatronika,999.0
institut agama islam darul ulum kandangan,pendidikan islam anak usia dini,999.0
institut agama islam rokan,pendidikan agama islam,999.0
institut agama islam rokan,pendidikan guru madrasah ibtidaiyah,999.0
universitas kristen indonesia,ilmu komunikasi,999.0
institut sains dan teknologi nasional,arsitektur,999.0
universitas al asyariah mandar,ilmu komunikasi,999.0
politeknik negeri banjarmasin,tata operasi dan pemeliharaan prediktif alat berat,999.0
universitas negeri malang,teknologi rekayasa dan pemeliharaan bangunan sipil,22.0
universitas khairun,manajemen sumber daya perairan,999.0
universitas pembinaan masyarakat indonesia,ilmu hukum,999.0
institut agama islam rokan,pendidikan islam anak usia dini,999.0
universitas sawerigading,administrasi publik,999.0
iain ternate,hukum pidana islam,999.0
akademi olahraga prestasi nasional,ilmu kepelatihan olah raga,999.0
sekolah tinggi teologi reformed injili internasional,teologi,999.0
institut agama islam negeri parepare,hukum keluarga islam,999.0
universitas islam negeri imam bonjol padang,ilmu perpustakaan,999.0
akademi perikanan yogyakarta,budidaya perairan,999.0
politeknik negeri banyuwangi,teknologi rekayasa konstruksi bangunan gedung,999.0
politeknik negeri banyuwangi,manajemen konstruksi,999.0
institut teknologi dan bisnis muhammadiyah polewali mandar,informatika,999.0
institut agama kristen negeri manado,sistem informasi,999.0
politeknik dewantara,teknologi rekayasa multimedia,999.0
universitas islam batik,informatika,999.0
universitas multi data palembang,sistem informasi,999.0
universitas nazhatut thullab almuafa sampang,keperawatan,999.0
universitas mulawarman,farmasi,999.0
universitas mulawarman,farmasi,999.0
universitas muhammadiyah purwokerto,pendidikan dokter,999.0
universitas muhammadiyah kuningan,rekam medis dan informasi kesehatan,999.0
universitas kadiri,teknologi laboratorium medis,999.0
universitas islam kalimantan muhammad arsyad al banjari banjarmasin,farmasi,999.0
universitas islam kalimantan muhammad arsyad al banjari banjarmasin,kesehatan masyarakat,999.0
universitas hang tuah pekanbaru,ilmu keperawatan,999.0
universitas esa unggul,kesehatan masyarakat,999.0
universitas almarisah madani,kebidanan,999.0
universitas aisyiyah yogyakarta,keperawatan anestesiologi,999.0
sekolah tinggi ilmu kesehatan rs husada,fisioterapi,999.0
sekolah tinggi ilmu kesehatan panti kosala,keperawatan,999.0
sekolah tinggi ilmu kesehatan notokusumo yogyakarta,farmasi,999.0
sekolah tinggi ilmu kesehatan nasional,teknologi laboratorium medis,999.0
sekolah tinggi ilmu kesehatan nani hasanuddin,farmasi,999.0
sekolah tinggi ilmu kesehatan hang tuah surabaya,manajemen informasi kesehatan,999.0
sekolah tinggi ilmu kesehatan almaarif baturaja,kesehatan masyarakat,999.0
politeknik merdeka belajar indonesia,teknologi laboratorium medis,999.0
politeknik kesehatan kementerian kesehatan tasikmalaya,kesehatan gigi,999.0
politeknik kesehatan kementerian kesehatan tasikmalaya,terapi gigi,999.0
politeknik kesehatan kementerian kesehatan surabaya,sanitasi,999.0
politeknik kesehatan kementerian kesehatan surabaya,kebidanan,999.0
politeknik kesehatan kementerian kesehatan kupang,keperawatan,999.0
politeknik kesehatan kementerian kesehatan jayapura,keperawatan,999.0
politeknik kesehatan kementerian kesehatan jayapura,keperawatan,999.0
politeknik kesehatan kementerian kesehatan jakarta i,kesehatan gigi,999.0
politeknik kesehatan kementerian kesehatan jakarta i,keperawatan,999.0
